inspection_id,timestamp,batch_id,line_id,fabric_type,gsm,tensile_strength,defect_count,defect_type,is_defective,scrap_cost_usd
INS-1249,2026-09-03 14:15:00,BATCH-C,Line-2,Polyester Blend,199.6,45.81,0,None,0,0.0
INS-1250,2026-09-03 14:30:00,BATCH-B,Line-3,Cotton,166.4,46.87,3,Hole,1,120.0
INS-1251,2026-09-03 14:45:00,BATCH-A,Line-1,Cotton,175.5,35.81,3,Stain,1,37.5
INS-1252,2026-09-03 15:00:00,BATCH-D,Line-3,Polyester Blend,166.8,40.06,1,None,0,40.0
INS-1253,2026-09-03 15:15:00,BATCH-A,Line-2,Denim,191.7,36.09,2,None,0,50.0
INS-1254,2026-09-03 15:30:00,BATCH-A,Line-1,Denim,171.3,47.86,1,Broken Yarn,1,40.0
INS-1255,2026-09-03 15:45:00,BATCH-C,Line-1,Linen,177.4,46.74,3,None,0,37.5
INS-1256,2026-09-03 16:00:00,BATCH-C,Line-2,Denim,189.3,46.57,2,None,0,25.0
INS-1257,2026-09-03 16:15:00,BATCH-B,Line-2,Cotton,190.5,40.59,1,None,0,25.0
INS-1258,2026-09-03 16:30:00,BATCH-D,Line-2,Cotton,166.4,40.14,0,None,0,0.0
INS-1259,2026-09-03 16:45:00,BATCH-C,Line-3,Denim,195.8,46.05,1,None,0,25.0
INS-1260,2026-09-03 17:00:00,BATCH-A,Line-3,Cotton,186.8,41.65,2,Broken Yarn,1,25.0
INS-1261,2026-09-03 17:15:00,BATCH-B,Line-1,Polyester Blend,163.8,39.9,1,None,0,40.0
INS-1262,2026-09-03 17:30:00,BATCH-A,Line-2,Polyester Blend,160.1,42.46,1,None,0,40.0
INS-1263,2026-09-03 17:45:00,BATCH-A,Line-1,Denim,179.8,41.7,1,None,0,25.0
INS-1264,2026-09-03 18:00:00,BATCH-C,Line-1,Polyester Blend,192.8,40.67,4,None,0,160.0
INS-1265,2026-09-03 18:15:00,BATCH-B,Line-1,Polyester Blend,193.1,38.87,2,None,0,80.0
INS-1266,2026-09-03 18:30:00,BATCH-D,Line-1,Linen,185.3,47.24,2,None,0,50.0
INS-1267,2026-09-03 18:45:00,BATCH-D,Line-2,Linen,180.7,52.78,3,Broken Yarn,1,75.0
INS-1268,2026-09-03 19:00:00,BATCH-C,Line-1,Polyester Blend,187.7,44.8,1,None,0,12.5
INS-1269,2026-09-03 19:15:00,BATCH-C,Line-2,Denim,167.2,46.11,1,None,0,12.5
INS-1270,2026-09-03 19:30:00,BATCH-B,Line-2,Linen,205.3,47.68,1,None,0,12.5
INS-1271,2026-09-03 19:45:00,BATCH-D,Line-3,Cotton,205.1,46.83,0,None,0,0.0
INS-1272,2026-09-03 20:00:00,BATCH-D,Line-2,Cotton,186.4,40.77,2,Hole,1,80.0
INS-1273,2026-09-03 20:15:00,BATCH-D,Line-3,Cotton,183.0,53.6,1,None,0,40.0
INS-1274,2026-09-03 20:30:00,BATCH-A,Line-2,Denim,173.8,41.21,0,Crease,1,0.0
INS-1275,2026-09-03 20:45:00,BATCH-D,Line-2,Polyester Blend,187.9,48.24,0,None,0,0.0
INS-1276,2026-09-03 21:00:00,BATCH-A,Line-2,Cotton,169.6,47.65,2,Stain,1,50.0
INS-1277,2026-09-03 21:15:00,BATCH-B,Line-3,Denim,146.6,35.21,4,None,0,160.0
INS-1278,2026-09-03 21:30:00,BATCH-A,Line-3,Linen,139.3,43.21,3,Broken Yarn,1,120.0
INS-1279,2026-09-03 21:45:00,BATCH-B,Line-1,Polyester Blend,168.0,45.28,1,None,0,12.5
INS-1280,2026-09-03 22:00:00,BATCH-D,Line-3,Linen,182.3,45.67,3,None,0,120.0
INS-1281,2026-09-03 22:15:00,BATCH-D,Line-3,Denim,185.0,46.51,1,Stain,1,25.0
INS-1282,2026-09-03 22:30:00,BATCH-B,Line-3,Cotton,172.7,48.79,2,Stain,1,50.0
INS-1283,2026-09-03 22:45:00,BATCH-C,Line-3,Cotton,182.1,44.96,0,None,0,0.0
INS-1284,2026-09-03 23:00:00,BATCH-B,Line-1,Denim,175.9,46.77,1,None,0,12.5
INS-1285,2026-09-03 23:15:00,BATCH-C,Line-3,Cotton,165.0,44.78,2,None,0,80.0
INS-1286,2026-09-03 23:30:00,BATCH-A,Line-2,Polyester Blend,179.2,39.91,2,Stain,1,50.0
INS-1287,2026-09-03 23:45:00,BATCH-A,Line-2,Denim,192.2,45.16,3,None,0,37.5
INS-1288,2026-09-04 00:00:00,BATCH-A,Line-3,Linen,165.7,48.75,2,None,0,80.0
INS-1289,2026-09-04 00:15:00,BATCH-D,Line-3,Denim,165.7,50.54,3,Broken Yarn,1,37.5
INS-1290,2026-09-04 00:30:00,BATCH-A,Line-2,Polyester Blend,164.0,47.69,4,Hole,1,50.0
INS-1291,2026-09-04 00:45:00,BATCH-C,Line-2,Polyester Blend,151.0,51.67,4,Broken Yarn,1,100.0
INS-1292,2026-09-04 01:00:00,BATCH-A,Line-1,Denim,172.8,47.09,3,Stain,1,37.5
INS-1293,2026-09-04 01:15:00,BATCH-B,Line-2,Denim,190.7,49.32,3,Stain,1,120.0
INS-1294,2026-09-04 01:30:00,BATCH-B,Line-2,Cotton,182.6,49.69,3,None,0,37.5
INS-1295,2026-09-04 01:45:00,BATCH-D,Line-3,Polyester Blend,177.5,43.88,1,None,0,12.5
INS-1296,2026-09-04 02:00:00,BATCH-B,Line-2,Denim,181.9,48.63,1,Stain,1,40.0
INS-1297,2026-09-04 02:15:00,BATCH-C,Line-1,Denim,172.7,40.3,1,None,0,25.0
INS-1298,2026-09-04 02:30:00,BATCH-A,Line-2,Polyester Blend,150.8,46.75,1,Crease,1,25.0
INS-1299,2026-09-04 02:45:00,BATCH-D,Line-3,Denim,191.8,47.89,1,None,0,40.0
INS-1300,2026-09-04 03:00:00,BATCH-A,Line-3,Cotton,196.1,50.26,3,None,0,120.0
INS-1301,2026-09-04 03:15:00,BATCH-A,Line-2,Polyester Blend,169.1,49.1,0,Crease,1,0.0
INS-1302,2026-09-04 03:30:00,BATCH-C,Line-3,Cotton,177.7,50.32,0,Broken Yarn,1,0.0
INS-1303,2026-09-04 03:45:00,BATCH-B,Line-1,Cotton,176.4,44.5,1,None,0,40.0
INS-1304,2026-09-04 04:00:00,BATCH-B,Line-1,Cotton,185.3,43.27,1,Stain,1,12.5
INS-1305,2026-09-04 04:15:00,BATCH-A,Line-2,Cotton,205.3,43.63,2,Broken Yarn,1,80.0
INS-1306,2026-09-04 04:30:00,BATCH-D,Line-2,Polyester Blend,197.4,46.33,2,None,0,50.0
INS-1307,2026-09-04 04:45:00,BATCH-B,Line-2,Cotton,174.3,35.96,3,None,0,37.5
INS-1308,2026-09-04 05:00:00,BATCH-D,Line-3,Cotton,188.1,51.66,1,Stain,1,12.5
INS-1309,2026-09-04 05:15:00,BATCH-B,Line-1,Denim,198.8,45.22,0,Hole,1,0.0
INS-1310,2026-09-04 05:30:00,BATCH-D,Line-1,Polyester Blend,186.1,42.92,2,None,0,25.0
INS-1311,2026-09-04 05:45:00,BATCH-C,Line-3,Polyester Blend,179.9,32.35,1,Hole,1,40.0
INS-1312,2026-09-04 06:00:00,BATCH-D,Line-1,Linen,186.7,44.82,1,Hole,1,25.0
INS-1313,2026-09-04 06:15:00,BATCH-C,Line-2,Polyester Blend,169.5,44.01,0,None,0,0.0
INS-1314,2026-09-04 06:30:00,BATCH-C,Line-2,Polyester Blend,171.6,40.51,2,Broken Yarn,1,80.0
INS-1315,2026-09-04 06:45:00,BATCH-D,Line-2,Linen,164.0,41.63,0,None,0,0.0
INS-1316,2026-09-04 07:00:00,BATCH-C,Line-1,Polyester Blend,184.6,44.87,1,None,0,40.0
INS-1317,2026-09-04 07:15:00,BATCH-A,Line-2,Polyester Blend,178.0,42.06,0,Broken Yarn,1,0.0
INS-1318,2026-09-04 07:30:00,BATCH-C,Line-3,Polyester Blend,167.7,47.86,1,Hole,1,40.0
INS-1319,2026-09-04 07:45:00,BATCH-B,Line-3,Polyester Blend,177.5,41.26,2,Broken Yarn,1,50.0
INS-1320,2026-09-04 08:00:00,BATCH-D,Line-1,Linen,187.0,45.77,2,None,0,25.0
INS-1321,2026-09-04 08:15:00,BATCH-A,Line-3,Polyester Blend,208.7,50.9,2,None,0,50.0
INS-1322,2026-09-04 08:30:00,BATCH-D,Line-3,Polyester Blend,195.2,44.82,1,None,0,40.0
INS-1323,2026-09-04 08:45:00,BATCH-B,Line-1,Linen,145.7,46.78,6,None,0,240.0
INS-1324,2026-09-04 09:00:00,BATCH-B,Line-2,Denim,183.6,46.46,1,None,0,25.0
INS-1325,2026-09-04 09:15:00,BATCH-B,Line-2,Cotton,201.4,45.04,2,None,0,50.0
INS-1326,2026-09-04 09:30:00,BATCH-C,Line-2,Denim,159.9,44.66,0,None,0,0.0
INS-1327,2026-09-04 09:45:00,BATCH-C,Line-1,Linen,188.3,42.14,2,Stain,1,80.0
INS-1328,2026-09-04 10:00:00,BATCH-D,Line-3,Cotton,176.5,45.76,2,None,0,50.0
INS-1329,2026-09-04 10:15:00,BATCH-D,Line-2,Linen,197.3,43.58,0,None,0,0.0
INS-1330,2026-09-04 10:30:00,BATCH-A,Line-2,Linen,186.1,52.73,0,None,0,0.0
INS-1331,2026-09-04 10:45:00,BATCH-A,Line-1,Polyester Blend,166.7,49.06,2,None,0,25.0
INS-1332,2026-09-04 11:00:00,BATCH-D,Line-2,Cotton,177.0,37.74,1,None,0,12.5
INS-1333,2026-09-04 11:15:00,BATCH-C,Line-1,Polyester Blend,177.9,38.01,1,None,0,12.5
INS-1334,2026-09-04 11:30:00,BATCH-B,Line-3,Cotton,178.2,44.35,2,Hole,1,50.0
INS-1335,2026-09-04 11:45:00,BATCH-D,Line-1,Linen,196.8,43.02,3,None,0,120.0
INS-1336,2026-09-04 12:00:00,BATCH-A,Line-1,Linen,167.4,44.08,2,Broken Yarn,1,50.0
INS-1337,2026-09-04 12:15:00,BATCH-C,Line-1,Denim,195.0,48.26,0,Crease,1,0.0
INS-1338,2026-09-04 12:30:00,BATCH-D,Line-1,Cotton,175.5,46.58,0,Stain,1,0.0
INS-1339,2026-09-04 12:45:00,BATCH-D,Line-3,Polyester Blend,183.4,46.53,1,None,0,40.0
INS-1340,2026-09-04 13:00:00,BATCH-C,Line-3,Denim,181.1,52.23,1,Crease,1,40.0
INS-1341,2026-09-04 13:15:00,BATCH-D,Line-2,Denim,179.7,38.06,4,None,0,50.0
INS-1342,2026-09-04 13:30:00,BATCH-C,Line-3,Denim,179.8,45.52,2,None,0,80.0
INS-1343,2026-09-04 13:45:00,BATCH-B,Line-3,Polyester Blend,201.9,42.1,3,Hole,1,37.5
INS-1344,2026-09-04 14:00:00,BATCH-C,Line-2,Denim,192.6,52.18,0,Broken Yarn,1,0.0
INS-1345,2026-09-04 14:15:00,BATCH-C,Line-3,Polyester Blend,174.6,33.95,2,None,0,50.0
INS-1346,2026-09-04 14:30:00,BATCH-C,Line-1,Denim,203.7,34.17,0,None,0,0.0
INS-1347,2026-09-04 14:45:00,BATCH-D,Line-1,Polyester Blend,184.1,46.52,2,None,0,50.0
INS-1348,2026-09-04 15:00:00,BATCH-D,Line-2,Linen,185.4,50.63,1,None,0,25.0
INS-1349,2026-09-04 15:15:00,BATCH-C,Line-2,Linen,167.4,48.87,2,None,0,25.0
INS-1350,2026-09-04 15:30:00,BATCH-D,Line-2,Linen,172.5,41.0,3,Crease,1,75.0
INS-1351,2026-09-04 15:45:00,BATCH-A,Line-1,Linen,169.7,52.53,0,Crease,1,0.0
INS-1352,2026-09-04 16:00:00,BATCH-A,Line-3,Linen,181.3,38.84,1,Hole,1,25.0
INS-1353,2026-09-04 16:15:00,BATCH-D,Line-1,Denim,189.6,51.54,5,None,0,62.5
INS-1354,2026-09-04 16:30:00,BATCH-D,Line-2,Denim,185.5,39.5,1,Broken Yarn,1,40.0
INS-1355,2026-09-04 16:45:00,BATCH-C,Line-3,Denim,203.8,43.24,0,Crease,1,0.0
INS-1356,2026-09-04 17:00:00,BATCH-B,Line-3,Polyester Blend,166.7,48.2,0,Hole,1,0.0
INS-1357,2026-09-04 17:15:00,BATCH-D,Line-1,Polyester Blend,181.7,37.67,2,None,0,80.0
INS-1358,2026-09-04 17:30:00,BATCH-A,Line-2,Polyester Blend,160.8,52.35,3,None,0,37.5
INS-1359,2026-09-04 17:45:00,BATCH-C,Line-1,Polyester Blend,166.2,43.21,0,None,0,0.0
INS-1360,2026-09-04 18:00:00,BATCH-D,Line-3,Linen,199.0,45.69,4,None,0,100.0
INS-1361,2026-09-04 18:15:00,BATCH-A,Line-1,Linen,173.1,50.81,0,Broken Yarn,1,0.0
INS-1362,2026-09-04 18:30:00,BATCH-A,Line-1,Linen,167.9,41.03,1,Stain,1,40.0
INS-1363,2026-09-04 18:45:00,BATCH-B,Line-2,Cotton,148.1,50.3,1,None,0,12.5
INS-1364,2026-09-04 19:00:00,BATCH-C,Line-2,Denim,167.8,53.2,0,None,0,0.0
INS-1365,2026-09-04 19:15:00,BATCH-C,Line-3,Polyester Blend,176.9,41.72,1,None,0,25.0
INS-1366,2026-09-04 19:30:00,BATCH-B,Line-1,Polyester Blend,159.6,51.85,1,None,0,25.0
INS-1367,2026-09-04 19:45:00,BATCH-B,Line-1,Linen,176.1,36.2,2,None,0,25.0
INS-1368,2026-09-04 20:00:00,BATCH-C,Line-1,Polyester Blend,199.1,46.95,2,Broken Yarn,1,80.0
INS-1369,2026-09-04 20:15:00,BATCH-C,Line-3,Polyester Blend,169.4,38.86,3,None,0,120.0
INS-1370,2026-09-04 20:30:00,BATCH-D,Line-3,Denim,165.8,49.71,0,Broken Yarn,1,0.0
INS-1371,2026-09-04 20:45:00,BATCH-D,Line-2,Linen,163.1,49.3,2,None,0,80.0
INS-1372,2026-09-04 21:00:00,BATCH-B,Line-2,Denim,162.9,55.39,3,None,0,37.5
INS-1373,2026-09-04 21:15:00,BATCH-D,Line-2,Cotton,188.0,52.11,1,None,0,25.0
INS-1374,2026-09-04 21:30:00,BATCH-A,Line-1,Cotton,180.7,44.17,0,Hole,1,0.0
INS-1375,2026-09-04 21:45:00,BATCH-D,Line-1,Cotton,194.4,39.59,1,None,0,40.0
INS-1376,2026-09-04 22:00:00,BATCH-D,Line-2,Linen,210.3,47.83,1,Stain,1,12.5
INS-1377,2026-09-04 22:15:00,BATCH-A,Line-1,Polyester Blend,152.5,44.7,1,None,0,12.5
INS-1378,2026-09-04 22:30:00,BATCH-B,Line-2,Linen,185.7,52.76,1,Hole,1,40.0
INS-1379,2026-09-04 22:45:00,BATCH-A,Line-3,Linen,163.2,34.17,3,Stain,1,120.0
INS-1380,2026-09-04 23:00:00,BATCH-D,Line-2,Polyester Blend,191.8,55.94,1,None,0,40.0
INS-1381,2026-09-04 23:15:00,BATCH-B,Line-3,Denim,175.9,47.66,1,Broken Yarn,1,25.0
INS-1382,2026-09-04 23:30:00,BATCH-D,Line-1,Cotton,180.4,40.93,2,None,0,80.0
INS-1383,2026-09-04 23:45:00,BATCH-A,Line-2,Denim,160.8,48.67,2,Hole,1,50.0
INS-1384,2026-09-05 00:00:00,BATCH-A,Line-1,Cotton,173.6,51.49,2,None,0,25.0
INS-1385,2026-09-05 00:15:00,BATCH-D,Line-3,Linen,181.3,45.57,2,None,0,25.0
INS-1386,2026-09-05 00:30:00,BATCH-C,Line-3,Cotton,200.3,36.18,2,Broken Yarn,1,50.0
INS-1387,2026-09-05 00:45:00,BATCH-C,Line-3,Linen,168.1,43.53,2,Stain,1,50.0
INS-1388,2026-09-05 01:00:00,BATCH-A,Line-1,Denim,171.7,50.2,2,None,0,50.0
INS-1389,2026-09-05 01:15:00,BATCH-A,Line-1,Linen,194.2,47.48,3,Broken Yarn,1,75.0
INS-1390,2026-09-05 01:30:00,BATCH-C,Line-1,Denim,167.1,44.22,1,None,0,40.0
INS-1391,2026-09-05 01:45:00,BATCH-C,Line-1,Polyester Blend,197.1,51.54,3,None,0,37.5
INS-1392,2026-09-05 02:00:00,BATCH-D,Line-3,Polyester Blend,179.9,48.7,0,Broken Yarn,1,0.0
INS-1393,2026-09-05 02:15:00,BATCH-D,Line-3,Polyester Blend,184.5,49.08,1,None,0,25.0
INS-1394,2026-09-05 02:30:00,BATCH-C,Line-2,Linen,185.5,42.95,0,None,0,0.0
INS-1395,2026-09-05 02:45:00,BATCH-D,Line-2,Polyester Blend,170.8,42.46,1,Stain,1,40.0
INS-1396,2026-09-05 03:00:00,BATCH-D,Line-1,Cotton,185.8,36.5,0,None,0,0.0
INS-1397,2026-09-05 03:15:00,BATCH-B,Line-3,Denim,168.4,43.7,1,Broken Yarn,1,40.0
INS-1398,2026-09-05 03:30:00,BATCH-D,Line-3,Denim,172.5,49.68,0,None,0,0.0
INS-1399,2026-09-05 03:45:00,BATCH-A,Line-3,Cotton,188.4,43.98,1,None,0,25.0
INS-1400,2026-09-05 04:00:00,BATCH-D,Line-2,Linen,184.4,47.23,1,None,0,40.0
INS-1401,2026-09-05 04:15:00,BATCH-D,Line-2,Linen,178.9,50.56,5,Broken Yarn,1,125.0
INS-1402,2026-09-05 04:30:00,BATCH-C,Line-3,Denim,161.1,46.86,0,Broken Yarn,1,0.0
INS-1403,2026-09-05 04:45:00,BATCH-A,Line-3,Polyester Blend,164.9,47.35,2,None,0,50.0
INS-1404,2026-09-05 05:00:00,BATCH-D,Line-3,Linen,184.2,38.21,0,None,0,0.0
INS-1405,2026-09-05 05:15:00,BATCH-D,Line-2,Linen,191.0,43.39,2,Crease,1,25.0
INS-1406,2026-09-05 05:30:00,BATCH-B,Line-3,Cotton,163.4,53.63,1,None,0,25.0
INS-1407,2026-09-05 05:45:00,BATCH-D,Line-3,Cotton,167.4,45.52,1,Hole,1,25.0
INS-1408,2026-09-05 06:00:00,BATCH-D,Line-1,Polyester Blend,182.0,54.48,2,None,0,50.0
INS-1409,2026-09-05 06:15:00,BATCH-B,Line-1,Linen,181.7,41.38,2,Broken Yarn,1,80.0
INS-1410,2026-09-05 06:30:00,BATCH-C,Line-2,Linen,155.6,46.17,1,None,0,25.0
INS-1411,2026-09-05 06:45:00,BATCH-D,Line-3,Cotton,182.4,43.09,1,Hole,1,12.5
INS-1412,2026-09-05 07:00:00,BATCH-B,Line-3,Linen,171.0,47.96,4,Broken Yarn,1,160.0
INS-1413,2026-09-05 07:15:00,BATCH-A,Line-1,Denim,204.6,49.48,2,None,0,80.0
INS-1414,2026-09-05 07:30:00,BATCH-C,Line-2,Cotton,183.7,48.01,4,None,0,50.0
INS-1415,2026-09-05 07:45:00,BATCH-A,Line-1,Polyester Blend,186.3,50.21,1,Broken Yarn,1,25.0
INS-1416,2026-09-05 08:00:00,BATCH-A,Line-1,Cotton,186.7,44.93,1,Broken Yarn,1,40.0
INS-1417,2026-09-05 08:15:00,BATCH-B,Line-1,Linen,161.8,44.05,0,None,0,0.0
INS-1418,2026-09-05 08:30:00,BATCH-D,Line-1,Polyester Blend,209.2,36.21,1,None,0,40.0
INS-1419,2026-09-05 08:45:00,BATCH-B,Line-3,Cotton,155.7,48.19,2,Stain,1,50.0
INS-1420,2026-09-05 09:00:00,BATCH-B,Line-3,Denim,191.9,45.86,1,None,0,40.0
INS-1421,2026-09-05 09:15:00,BATCH-B,Line-1,Denim,189.3,44.66,1,Broken Yarn,1,12.5
INS-1422,2026-09-05 09:30:00,BATCH-B,Line-2,Cotton,172.8,44.05,1,None,0,25.0
INS-1423,2026-09-05 09:45:00,BATCH-C,Line-2,Denim,190.0,44.82,2,Hole,1,25.0
INS-1424,2026-09-05 10:00:00,BATCH-D,Line-2,Denim,175.2,43.82,3,Crease,1,37.5
INS-1425,2026-09-05 10:15:00,BATCH-A,Line-2,Denim,169.9,42.36,1,Crease,1,40.0
INS-1426,2026-09-05 10:30:00,BATCH-A,Line-1,Polyester Blend,187.0,46.2,1,None,0,40.0
INS-1427,2026-09-05 10:45:00,BATCH-D,Line-3,Denim,164.9,47.42,0,Hole,1,0.0
INS-1428,2026-09-05 11:00:00,BATCH-A,Line-2,Denim,176.6,41.15,2,None,0,25.0
INS-1429,2026-09-05 11:15:00,BATCH-D,Line-1,Denim,171.1,43.0,1,None,0,25.0
INS-1430,2026-09-05 11:30:00,BATCH-A,Line-2,Polyester Blend,175.0,43.98,1,None,0,40.0
INS-1431,2026-09-05 11:45:00,BATCH-B,Line-2,Cotton,186.5,45.02,3,None,0,120.0
INS-1432,2026-09-05 12:00:00,BATCH-A,Line-1,Linen,171.1,44.36,1,Crease,1,12.5
INS-1433,2026-09-05 12:15:00,BATCH-D,Line-3,Denim,177.1,48.3,2,None,0,50.0
INS-1434,2026-09-05 12:30:00,BATCH-D,Line-3,Cotton,172.5,36.74,1,Broken Yarn,1,12.5
INS-1435,2026-09-05 12:45:00,BATCH-D,Line-1,Denim,201.7,37.62,1,Stain,1,40.0
INS-1436,2026-09-05 13:00:00,BATCH-D,Line-3,Polyester Blend,185.1,45.97,1,Stain,1,12.5
INS-1437,2026-09-05 13:15:00,BATCH-D,Line-1,Cotton,183.3,41.99,1,None,0,40.0
INS-1438,2026-09-05 13:30:00,BATCH-C,Line-1,Polyester Blend,190.3,49.42,4,None,0,100.0
INS-1439,2026-09-05 13:45:00,BATCH-C,Line-1,Denim,171.1,50.85,2,Stain,1,25.0
INS-1440,2026-09-05 14:00:00,BATCH-A,Line-3,Denim,192.9,46.17,1,None,0,40.0
INS-1441,2026-09-05 14:15:00,BATCH-D,Line-1,Polyester Blend,185.2,39.64,2,None,0,80.0
INS-1442,2026-09-05 14:30:00,BATCH-A,Line-2,Linen,156.6,50.27,3,None,0,120.0
INS-1443,2026-09-05 14:45:00,BATCH-D,Line-3,Polyester Blend,158.6,45.99,2,None,0,80.0
INS-1444,2026-09-05 15:00:00,BATCH-D,Line-3,Denim,171.4,37.57,1,Hole,1,12.5
INS-1445,2026-09-05 15:15:00,BATCH-C,Line-3,Polyester Blend,160.2,38.01,3,None,0,120.0
INS-1446,2026-09-05 15:30:00,BATCH-C,Line-3,Linen,176.4,52.58,3,None,0,37.5
INS-1447,2026-09-05 15:45:00,BATCH-B,Line-2,Polyester Blend,164.8,51.76,2,None,0,80.0
INS-1448,2026-09-05 16:00:00,BATCH-C,Line-3,Linen,178.5,32.41,0,None,0,0.0
INS-1449,2026-09-05 16:15:00,BATCH-B,Line-3,Linen,201.2,38.21,2,None,0,25.0
INS-1450,2026-09-05 16:30:00,BATCH-B,Line-1,Polyester Blend,179.3,50.7,0,None,0,0.0
INS-1451,2026-09-05 16:45:00,BATCH-B,Line-3,Polyester Blend,175.5,44.91,0,None,0,0.0
INS-1452,2026-09-05 17:00:00,BATCH-B,Line-2,Cotton,185.8,48.51,2,Broken Yarn,1,80.0
INS-1453,2026-09-05 17:15:00,BATCH-B,Line-2,Denim,169.6,44.69,3,None,0,120.0
INS-1454,2026-09-05 17:30:00,BATCH-A,Line-2,Linen,192.7,48.27,0,None,0,0.0
INS-1455,2026-09-05 17:45:00,BATCH-C,Line-2,Cotton,187.4,45.03,3,None,0,120.0
INS-1456,2026-09-05 18:00:00,BATCH-B,Line-3,Polyester Blend,180.6,42.81,0,None,0,0.0
INS-1457,2026-09-05 18:15:00,BATCH-D,Line-3,Denim,182.3,50.29,0,Crease,1,0.0
INS-1458,2026-09-05 18:30:00,BATCH-C,Line-2,Cotton,210.6,46.01,2,None,0,25.0
INS-1459,2026-09-05 18:45:00,BATCH-C,Line-2,Linen,194.1,48.26,1,None,0,40.0
INS-1460,2026-09-05 19:00:00,BATCH-B,Line-3,Cotton,213.0,45.79,0,None,0,0.0
INS-1461,2026-09-05 19:15:00,BATCH-A,Line-2,Linen,188.0,42.57,1,Crease,1,12.5
INS-1462,2026-09-05 19:30:00,BATCH-B,Line-1,Polyester Blend,157.9,53.04,2,None,0,25.0
INS-1463,2026-09-05 19:45:00,BATCH-A,Line-2,Denim,176.1,46.77,0,Stain,1,0.0
INS-1464,2026-09-05 20:00:00,BATCH-D,Line-2,Denim,154.5,43.22,3,None,0,75.0
INS-1465,2026-09-05 20:15:00,BATCH-C,Line-1,Denim,187.9,51.39,0,Crease,1,0.0
INS-1466,2026-09-05 20:30:00,BATCH-D,Line-1,Polyester Blend,191.2,38.4,0,Hole,1,0.0
INS-1467,2026-09-05 20:45:00,BATCH-A,Line-3,Linen,166.7,56.18,0,None,0,0.0
INS-1468,2026-09-05 21:00:00,BATCH-A,Line-3,Polyester Blend,170.2,44.1,2,None,0,25.0
INS-1469,2026-09-05 21:15:00,BATCH-D,Line-1,Denim,182.2,38.66,1,None,0,25.0
INS-1470,2026-09-05 21:30:00,BATCH-A,Line-1,Polyester Blend,162.0,54.53,0,None,0,0.0
INS-1471,2026-09-05 21:45:00,BATCH-D,Line-3,Polyester Blend,160.9,42.68,4,None,0,160.0
INS-1472,2026-09-05 22:00:00,BATCH-C,Line-2,Polyester Blend,198.6,46.22,3,None,0,120.0
INS-1473,2026-09-05 22:15:00,BATCH-D,Line-1,Linen,181.7,48.59,1,None,0,25.0
INS-1474,2026-09-05 22:30:00,BATCH-C,Line-3,Cotton,171.6,50.92,1,None,0,40.0
INS-1475,2026-09-05 22:45:00,BATCH-D,Line-2,Cotton,154.6,46.5,2,None,0,80.0
INS-1476,2026-09-05 23:00:00,BATCH-A,Line-1,Polyester Blend,192.8,41.76,1,None,0,12.5
INS-1477,2026-09-05 23:15:00,BATCH-D,Line-2,Cotton,169.7,46.09,5,None,0,200.0
INS-1478,2026-09-05 23:30:00,BATCH-A,Line-3,Cotton,207.9,42.9,2,Crease,1,25.0
INS-1479,2026-09-05 23:45:00,BATCH-D,Line-1,Polyester Blend,192.9,46.25,0,None,0,0.0
INS-1480,2026-09-06 00:00:00,BATCH-D,Line-2,Polyester Blend,167.9,53.14,0,Stain,1,0.0
INS-1481,2026-09-06 00:15:00,BATCH-B,Line-1,Denim,169.3,48.78,0,None,0,0.0
INS-1482,2026-09-06 00:30:00,BATCH-A,Line-2,Cotton,205.8,46.03,3,None,0,120.0
INS-1483,2026-09-06 00:45:00,BATCH-B,Line-3,Linen,178.7,48.69,1,None,0,12.5
INS-1484,2026-09-06 01:00:00,BATCH-A,Line-3,Polyester Blend,172.3,49.05,4,None,0,100.0
INS-1485,2026-09-06 01:15:00,BATCH-B,Line-1,Denim,180.4,39.61,3,Stain,1,37.5
INS-1486,2026-09-06 01:30:00,BATCH-C,Line-2,Linen,172.2,45.21,3,Broken Yarn,1,120.0
INS-1487,2026-09-06 01:45:00,BATCH-D,Line-1,Cotton,183.6,57.81,2,None,0,25.0
INS-1488,2026-09-06 02:00:00,BATCH-A,Line-1,Denim,178.9,51.06,1,Crease,1,40.0
INS-1489,2026-09-06 02:15:00,BATCH-A,Line-2,Polyester Blend,193.1,42.48,0,None,0,0.0
INS-1490,2026-09-06 02:30:00,BATCH-D,Line-2,Linen,174.2,41.98,0,Crease,1,0.0
INS-1491,2026-09-06 02:45:00,BATCH-A,Line-2,Polyester Blend,166.7,41.82,0,Crease,1,0.0
INS-1492,2026-09-06 03:00:00,BATCH-A,Line-3,Cotton,174.8,49.33,1,None,0,40.0
INS-1493,2026-09-06 03:15:00,BATCH-B,Line-1,Linen,174.7,53.04,1,None,0,40.0
INS-1494,2026-09-06 03:30:00,BATCH-A,Line-1,Cotton,178.8,47.91,1,None,0,12.5
INS-1495,2026-09-06 03:45:00,BATCH-C,Line-3,Cotton,189.5,45.79,1,Broken Yarn,1,12.5
INS-1496,2026-09-06 04:00:00,BATCH-C,Line-2,Denim,188.7,42.78,2,None,0,25.0
INS-1497,2026-09-06 04:15:00,BATCH-D,Line-3,Polyester Blend,198.0,46.65,1,Crease,1,25.0
INS-1498,2026-09-06 04:30:00,BATCH-A,Line-3,Linen,167.8,40.9,1,Broken Yarn,1,40.0
